id_estudiante,nombre,apellido,edad,genero,carrera,semestre,email,telefono,calificaciones_anteriores,asistencia_porcentaje,participacion_clase,horas_estudio_semanal,nivel_socioeconomico,rendimiento_riesgo,nota_matematicas,nota_ciencias,nota_lenguaje,nota_historia,promedio_general,creditos_aprobados,creditos_totales,fecha_ingreso,estado_academico,motivo_riesgo
415,Andrés,Herrera,18,M,Enfermería,6,andrés.herrera@universidad.edu,555-0415,6.79,55,3,2,Alto,1,7.1,7.2,6.7,6.7,6.9,88,120,2023-01-18,En Riesgo,
416,Valentina,Pérez,26,F,Educación,6,valentina.pérez@universidad.edu,555-0416,4.63,92,3,14,Alto,0,4.8,4.7,4.3,4.5,4.6,90,120,2023-01-18,Activo,
417,Carmen,Ramos,19,F,Economía,5,carmen.ramos@universidad.edu,555-0417,6.9,59,4,21,Medio,0,6.5,6.9,6.4,6.5,6.6,74,100,2023-07-17,Activo,
418,Esteban,Aguilar,22,M,Administración,5,esteban.aguilar@universidad.edu,555-0418,8.23,86,3,1,Alto,0,7.8,8.6,8.3,8.4,8.3,63,100,2023-07-17,Condicional,
419,Esperanza,Moreno,18,F,Economía,1,esperanza.moreno@universidad.edu,555-0419,6.2,54,3,11,Alto,0,6.0,5.7,6.1,6.5,6.1,10,20,2025-07-16,Condicional,
420,Tomás,Hernández,25,M,Derecho,1,tomás.hernández@universidad.edu,555-0420,4.51,74,1,11,Medio,1,4.6,4.5,4.4,4.5,4.5,10,20,2025-07-16,En Riesgo,Problemas familiares
421,Carmen,Moreno,20,F,Derecho,4,carmen.moreno@universidad.edu,555-0421,7.54,76,4,12,Bajo,0,7.8,7.8,7.4,7.1,7.5,56,80,2024-01-18,Activo,
422,Magdalena,Romero,25,F,Derecho,3,magdalena.romero@universidad.edu,555-0422,4.17,58,4,15,Alto,1,4.0,4.4,4.1,4.0,4.1,42,60,2024-07-16,En Riesgo,
423,Isidora,Ortega,24,F,Arquitectura,2,isidora.ortega@universidad.edu,555-0423,7.78,77,5,11,Medio,0,7.8,7.5,7.7,7.3,7.6,28,40,2025-01-17,Activo,
424,Isidora,Torres,22,F,Educación,1,isidora.torres@universidad.edu,555-0424,8.85,61,3,24,Alto,0,8.4,8.5,8.5,8.6,8.5,15,20,2025-07-16,Condicional,
425,Cristóbal,Aguilar,23,M,Derecho,8,cristóbal.aguilar@universidad.edu,555-0425,8.59,52,5,22,Bajo,0,8.2,8.4,8.9,8.3,8.4,120,160,2022-01-18,Condicional,
426,Regina,Aguilar,26,F,Administración,5,regina.aguilar@universidad.edu,555-0426,8.89,64,1,9,Alto,1,8.6,9.1,9.1,9.3,9.0,73,100,2023-07-17,En Riesgo,Baja participación
427,Regina,Ortega,18,F,Administración,3,regina.ortega@universidad.edu,555-0427,4.42,77,3,8,Bajo,0,4.1,4.8,4.5,4.7,4.5,32,60,2024-07-16,Activo,
428,Diego,Vargas,25,M,Psicología,3,diego.vargas@universidad.edu,555-0428,9.27,94,2,10,Bajo,0,9.2,9.8,8.8,9.4,9.3,45,60,2024-07-16,Condicional,
429,Benjamín,Ruiz,24,M,Administración,8,benjamín.ruiz@universidad.edu,555-0429,7.17,99,5,22,Alto,0,6.7,7.3,7.5,6.8,7.1,95,160,2022-01-18,Condicional,
430,Regina,Vargas,22,F,Economía,8,regina.vargas@universidad.edu,555-0430,5.7,67,5,14,Bajo,1,5.2,5.8,5.8,5.6,5.6,120,160,2022-01-18,En Riesgo,Baja asistencia
431,Ignacio,Ortega,23,M,Economía,4,ignacio.ortega@universidad.edu,555-0431,8.55,85,2,13,Bajo,0,8.2,8.9,8.7,8.4,8.6,60,80,2024-01-18,Activo,
432,Florencia,Silva,18,F,Derecho,8,florencia.silva@universidad.edu,555-0432,7.62,85,3,19,Bajo,0,8.1,7.9,7.4,7.5,7.7,105,160,2022-01-18,Condicional,
433,Regina,Mendoza,25,F,Administración,6,regina.mendoza@universidad.edu,555-0433,8.81,83,4,5,Bajo,0,9.1,8.4,8.7,9.0,8.8,90,120,2023-01-18,Activo,
434,Tomás,Rojas,20,M,Derecho,8,tomás.rojas@universidad.edu,555-0434,5.0,72,4,1,Medio,1,5.0,4.7,4.5,5.3,4.9,120,160,2022-01-18,En Riesgo,
435,Ignacio,Ruiz,19,M,Derecho,1,ignacio.ruiz@universidad.edu,555-0435,8.27,71,5,21,Alto,0,8.5,8.5,8.0,8.4,8.3,15,20,2025-07-16,Condicional,
436,Joaquín,Morales,26,M,Arte,4,joaquín.morales@universidad.edu,555-0436,7.52,87,5,16,Alto,0,7.9,7.7,7.7,7.5,7.7,41,80,2024-01-18,Activo,
437,Constanza,Rodríguez,26,F,Ingeniería,3,constanza.rodríguez@universidad.edu,555-0437,4.13,96,1,18,Bajo,1,4.0,4.3,4.5,4.2,4.2,40,60,2024-07-16,En Riesgo,
438,Gabriel,Rodríguez,26,M,Medicina,4,gabriel.rodríguez@universidad.edu,555-0438,9.3,63,1,25,Bajo,1,9.5,9.1,9.4,8.9,9.2,60,80,2024-01-18,En Riesgo,Baja participación
439,Carmen,Ruiz,21,F,Medicina,7,carmen.ruiz@universidad.edu,555-0439,5.59,80,4,10,Alto,0,5.8,6.0,5.9,5.5,5.8,105,140,2022-07-17,Condicional,
440,Patricia,Martínez,24,F,Psicología,3,patricia.martínez@universidad.edu,555-0440,6.51,99,5,10,Bajo,0,6.0,6.0,6.7,6.1,6.2,40,60,2024-07-16,Activo,
441,Maximiliano,Guerrero,18,M,Ingeniería,3,maximiliano.guerrero@universidad.edu,555-0441,8.07,51,2,23,Medio,1,8.5,8.3,7.6,8.1,8.1,45,60,2024-07-16,En Riesgo,
442,Diego,Torres,23,M,Psicología,2,diego.torres@universidad.edu,555-0442,6.81,82,4,20,Medio,0,7.0,6.6,7.1,7.3,7.0,30,40,2025-01-17,Activo,
443,Joaquín,García,23,M,Enfermería,2,joaquín.garcía@universidad.edu,555-0443,8.71,50,3,12,Medio,0,8.3,8.3,8.3,9.1,8.5,28,40,2025-01-17,Activo,
444,Camila,Sánchez,18,F,Ingeniería,6,camila.sánchez@universidad.edu,555-0444,7.97,51,1,13,Medio,1,8.1,7.8,8.4,8.3,8.1,70,120,2023-01-18,En Riesgo,Problemas familiares
445,Natalia,Martínez,22,F,Educación,5,natalia.martínez@universidad.edu,555-0445,5.52,98,1,17,Alto,1,6.0,5.9,5.2,5.3,5.6,75,100,2023-07-17,En Riesgo,
446,Santiago,Ortega,21,M,Medicina,5,santiago.ortega@universidad.edu,555-0446,9.21,90,5,17,Alto,0,9.0,9.4,9.1,9.7,9.3,75,100,2023-07-17,Condicional,
447,Rodrigo,Ortega,24,M,Ingeniería,1,rodrigo.ortega@universidad.edu,555-0447,8.64,93,5,5,Medio,0,8.3,8.9,8.2,9.0,8.6,15,20,2025-07-16,Activo,
448,Valentina,Aguilar,21,F,Enfermería,3,valentina.aguilar@universidad.edu,555-0448,8.78,94,2,5,Medio,0,8.9,8.8,9.1,8.8,8.9,37,60,2024-07-16,Activo,
449,Tomás,Medina,19,M,Derecho,6,tomás.medina@universidad.edu,555-0449,8.36,99,4,7,Medio,0,8.7,8.0,8.4,7.9,8.2,86,120,2023-01-18,Activo,
450,Lucía,Ruiz,21,F,Derecho,6,lucía.ruiz@universidad.edu,555-0450,9.77,56,2,10,Medio,1,9.8,9.3,10.0,9.4,9.6,90,120,2023-01-18,En Riesgo,Problemas familiares
451,Cristóbal,García,25,M,Educación,2,cristóbal.garcía@universidad.edu,555-0451,4.66,66,2,9,Bajo,1,4.7,4.8,4.4,4.6,4.6,30,40,2025-01-17,En Riesgo,Bajo rendimiento académico
452,Joaquín,Ruiz,20,M,Arquitectura,7,joaquín.ruiz@universidad.edu,555-0452,9.25,79,1,24,Bajo,0,9.0,9.2,8.9,9.7,9.2,103,140,2022-07-17,Activo,
453,Maximiliano,Herrera,24,M,Medicina,7,maximiliano.herrera@universidad.edu,555-0453,6.21,93,3,20,Alto,0,6.4,6.0,5.9,6.0,6.1,105,140,2022-07-17,Activo,
454,Constanza,Flores,19,F,Arte,8,constanza.flores@universidad.edu,555-0454,7.16,57,1,20,Medio,1,7.4,6.8,6.7,7.1,7.0,120,160,2022-01-18,En Riesgo,Bajo rendimiento académico
455,Matías,Rodríguez,20,M,Economía,4,matías.rodríguez@universidad.edu,555-0455,8.39,71,2,18,Bajo,0,8.7,8.9,8.1,8.9,8.7,60,80,2024-01-18,Activo,
456,Esperanza,Vega,22,F,Enfermería,7,esperanza.vega@universidad.edu,555-0456,8.54,92,3,8,Alto,0,8.5,8.9,8.2,8.9,8.6,102,140,2022-07-17,Activo,
457,Vicente,Moreno,25,M,Derecho,6,vicente.moreno@universidad.edu,555-0457,9.54,99,3,23,Alto,0,9.8,9.3,9.4,9.4,9.5,84,120,2023-01-18,Condicional,
458,Ignacio,Vargas,22,M,Arquitectura,1,ignacio.vargas@universidad.edu,555-0458,6.21,62,1,22,Bajo,1,6.3,6.5,6.1,5.7,6.1,15,20,2025-07-16,En Riesgo,Problemas económicos
459,Vicente,Morales,22,M,Administración,1,vicente.morales@universidad.edu,555-0459,4.31,88,4,22,Bajo,0,4.0,4.6,4.0,4.1,4.2,14,20,2025-07-16,Activo,
460,José,Torres,23,M,Educación,6,josé.torres@universidad.edu,555-0460,7.49,70,3,19,Alto,0,7.6,7.7,7.4,7.0,7.4,81,120,2023-01-18,Condicional,
461,Esteban,Ruiz,23,M,Arte,5,esteban.ruiz@universidad.edu,555-0461,6.23,76,3,13,Medio,0,6.7,6.4,6.7,6.6,6.6,75,100,2023-07-17,Condicional,
462,Alejandro,Flores,26,M,Educación,5,alejandro.flores@universidad.edu,555-0462,7.48,55,4,18,Alto,0,8.0,7.2,7.6,7.9,7.7,62,100,2023-07-17,Activo,
463,Valentina,Ortega,24,F,Derecho,8,valentina.ortega@universidad.edu,555-0463,4.27,96,3,19,Bajo,0,4.7,4.2,4.1,4.7,4.4,120,160,2022-01-18,Condicional,
464,Javiera,Jiménez,20,F,Medicina,3,javiera.jiménez@universidad.edu,555-0464,5.5,77,5,9,Bajo,0,5.4,5.6,5.6,5.3,5.5,45,60,2024-07-16,Condicional,
465,José,Silva,24,M,Arte,8,josé.silva@universidad.edu,555-0465,8.57,77,2,7,Bajo,0,8.2,8.1,8.5,8.6,8.3,120,160,2022-01-18,Activo,
466,Cristóbal,Vargas,23,M,Arquitectura,1,cristóbal.vargas@universidad.edu,555-0466,5.49,72,4,10,Medio,0,5.5,5.1,5.7,5.5,5.5,15,20,2025-07-16,Activo,
467,Antonella,Castro,18,F,Economía,7,antonella.castro@universidad.edu,555-0467,9.99,75,2,20,Bajo,0,10.0,10.0,9.8,9.8,9.9,82,140,2022-07-17,Activo,
468,Vicente,Mendoza,21,M,Arte,2,vicente.mendoza@universidad.edu,555-0468,9.89,71,4,18,Alto,0,9.6,9.8,10.0,10.0,9.8,21,40,2025-01-17,Activo,
469,Joaquín,Mendoza,21,M,Enfermería,3,joaquín.mendoza@universidad.edu,555-0469,6.57,60,2,25,Alto,1,6.4,6.3,6.7,6.2,6.4,37,60,2024-07-16,En Riesgo,Pocas horas de estudio
470,Esteban,Sánchez,23,M,Ingeniería,4,esteban.sánchez@universidad.edu,555-0470,5.21,54,1,8,Bajo,1,5.2,5.2,4.8,5.7,5.2,60,80,2024-01-18,En Riesgo,Baja participación
471,Renata,Ramos,26,F,Economía,3,renata.ramos@universidad.edu,555-0471,4.81,76,2,7,Alto,1,4.8,4.4,4.4,5.0,4.7,35,60,2024-07-16,En Riesgo,Problemas familiares
472,Valeria,Vargas,23,F,Arte,6,valeria.vargas@universidad.edu,555-0472,8.71,68,1,7,Bajo,1,8.7,8.6,8.8,8.7,8.7,67,120,2023-01-18,En Riesgo,Problemas familiares
473,Julieta,Medina,18,F,Economía,7,julieta.medina@universidad.edu,555-0473,4.96,62,3,2,Medio,1,5.0,4.9,5.0,5.2,5.0,105,140,2022-07-17,En Riesgo,Pocas horas de estudio
474,Laura,Castillo,22,F,Educación,8,laura.castillo@universidad.edu,555-0474,5.19,66,2,18,Alto,1,5.2,5.6,4.8,5.4,5.2,103,160,2022-01-18,En Riesgo,Bajo rendimiento académico
475,Lucía,Ortega,26,F,Ingeniería,2,lucía.ortega@universidad.edu,555-0475,4.97,80,3,7,Alto,1,5.0,4.7,4.9,4.6,4.8,29,40,2025-01-17,En Riesgo,Bajo rendimiento académico
476,Julieta,Ramos,25,F,Ingeniería,5,julieta.ramos@universidad.edu,555-0476,7.71,61,3,12,Alto,0,7.5,7.2,8.1,8.1,7.7,65,100,2023-07-17,Activo,
477,Patricia,Moreno,24,F,Medicina,3,patricia.moreno@universidad.edu,555-0477,5.96,79,4,23,Alto,0,5.8,5.7,6.2,6.0,5.9,39,60,2024-07-16,Activo,
478,Diego,Sánchez,26,M,Ingeniería,8,diego.sánchez@universidad.edu,555-0478,5.56,54,3,19,Medio,1,5.1,5.9,5.9,5.3,5.5,120,160,2022-01-18,En Riesgo,Baja asistencia
479,Florencia,Martínez,20,F,Psicología,1,florencia.martínez@universidad.edu,555-0479,8.47,85,1,15,Medio,0,8.6,8.7,8.8,8.1,8.5,15,20,2025-07-16,Activo,
480,Lucía,Rojas,19,F,Administración,8,lucía.rojas@universidad.edu,555-0480,6.37,98,5,10,Alto,0,6.3,6.7,6.2,6.7,6.5,95,160,2022-01-18,Activo,
481,Renata,Pérez,18,F,Educación,3,renata.pérez@universidad.edu,555-0481,7.39,79,2,1,Alto,0,7.2,7.8,7.6,7.1,7.4,39,60,2024-07-16,Activo,
482,Valentina,Vargas,19,F,Enfermería,5,valentina.vargas@universidad.edu,555-0482,5.04,65,5,4,Medio,1,5.4,5.1,4.9,5.3,5.2,63,100,2023-07-17,En Riesgo,Problemas económicos
483,Antonella,Castro,19,F,Ingeniería,2,antonella.castro@universidad.edu,555-0483,4.77,70,2,16,Medio,1,5.2,4.4,4.6,5.0,4.8,30,40,2025-01-17,En Riesgo,Bajo rendimiento académico
484,María,Aguilar,21,F,Derecho,1,maría.aguilar@universidad.edu,555-0484,8.22,85,2,9,Bajo,0,8.5,7.9,8.0,8.3,8.2,13,20,2025-07-16,Condicional,
485,Laura,González,24,F,Derecho,6,laura.gonzález@universidad.edu,555-0485,5.84,84,3,2,Bajo,1,5.4,5.7,6.2,5.3,5.7,84,120,2023-01-18,En Riesgo,Pocas horas de estudio
486,Isidora,Castro,24,F,Enfermería,5,isidora.castro@universidad.edu,555-0486,5.62,95,3,23,Medio,0,5.3,5.3,5.9,5.6,5.5,75,100,2023-07-17,Activo,
487,Valeria,Vega,22,F,Derecho,4,valeria.vega@universidad.edu,555-0487,4.95,62,2,14,Alto,1,4.6,4.8,4.5,5.4,4.8,50,80,2024-01-18,En Riesgo,Baja asistencia
488,Camila,García,24,F,Enfermería,4,camila.garcía@universidad.edu,555-0488,6.84,87,4,24,Bajo,0,7.0,6.5,6.9,6.9,6.8,43,80,2024-01-18,Activo,
489,Javiera,Vargas,18,F,Psicología,2,javiera.vargas@universidad.edu,555-0489,7.86,92,1,24,Bajo,0,7.4,8.1,7.6,8.1,7.8,27,40,2025-01-17,Activo,
490,Nicolás,Rojas,21,M,Educación,7,nicolás.rojas@universidad.edu,555-0490,7.49,71,2,9,Medio,0,7.3,7.3,7.2,7.9,7.4,105,140,2022-07-17,Activo,
491,Miguel,Martínez,19,M,Derecho,6,miguel.martínez@universidad.edu,555-0491,9.73,64,2,1,Bajo,1,10.0,10.0,10.0,9.6,9.9,62,120,2023-01-18,En Riesgo,Bajo rendimiento académico
492,Maximiliano,Martínez,19,M,Derecho,8,maximiliano.martínez@universidad.edu,555-0492,7.42,86,1,9,Alto,0,7.7,7.6,7.2,7.9,7.6,120,160,2022-01-18,Activo,
493,Renata,Moreno,23,F,Economía,7,renata.moreno@universidad.edu,555-0493,7.24,60,2,14,Medio,1,7.7,7.5,6.8,7.5,7.4,85,140,2022-07-17,En Riesgo,Baja asistencia
494,Carmen,Pérez,19,F,Administración,5,carmen.pérez@universidad.edu,555-0494,6.61,76,1,12,Alto,0,6.5,6.4,6.9,6.7,6.6,63,100,2023-07-17,Activo,
495,Carlos,Pérez,25,M,Ingeniería,3,carlos.pérez@universidad.edu,555-0495,7.77,69,5,6,Medio,1,7.3,7.9,7.5,8.1,7.7,45,60,2024-07-16,En Riesgo,Baja participación
496,Natalia,Mendoza,23,F,Enfermería,8,natalia.mendoza@universidad.edu,555-0496,9.6,51,3,9,Alto,0,9.1,9.2,9.6,9.3,9.3,120,160,2022-01-18,Activo,
497,Ignacio,Guerrero,21,M,Arte,6,ignacio.guerrero@universidad.edu,555-0497,8.83,52,1,9,Alto,1,8.4,8.8,8.6,8.8,8.7,90,120,2023-01-18,En Riesgo,Problemas familiares
498,Roberto,González,20,M,Administración,2,roberto.gonzález@universidad.edu,555-0498,6.41,91,1,22,Alto,0,6.2,6.4,6.1,6.0,6.2,30,40,2025-01-17,Condicional,
499,Daniela,Hernández,21,F,Ingeniería,7,daniela.hernández@universidad.edu,555-0499,7.17,67,5,11,Medio,0,7.0,7.4,7.5,7.5,7.3,105,140,2022-07-17,Activo,
500,José,Aguilar,22,M,Enfermería,8,josé.aguilar@universidad.edu,555-0500,7.96,83,5,21,Bajo,0,7.7,7.5,7.9,7.9,7.8,120,160,2022-01-18,Activo,
501,Amparo,Herrera,21,F,Medicina,4,amparo.herrera@universidad.edu,555-0501,6.93,63,1,4,Medio,1,7.1,6.8,6.6,7.2,6.9,60,80,2024-01-18,En Riesgo,
502,Rodrigo,Castro,18,M,Administración,5,rodrigo.castro@universidad.edu,555-0502,9.1,71,3,20,Medio,0,9.0,8.7,9.4,9.3,9.1,55,100,2023-07-17,Activo,
503,Amparo,Ruiz,26,F,Ingeniería,8,amparo.ruiz@universidad.edu,555-0503,7.33,79,4,22,Alto,0,7.0,7.3,7.3,7.6,7.3,95,160,2022-01-18,Activo,
504,Ignacio,Delgado,18,M,Psicología,1,ignacio.delgado@universidad.edu,555-0504,9.52,72,1,8,Medio,0,9.4,9.2,9.5,9.6,9.4,10,20,2025-07-16,Activo,
505,Florencia,Sánchez,23,F,Arte,8,florencia.sánchez@universidad.edu,555-0505,6.7,77,2,8,Medio,0,6.4,6.9,6.3,7.1,6.7,82,160,2022-01-18,Activo,
506,Mariana,Flores,24,F,Medicina,6,mariana.flores@universidad.edu,555-0506,8.0,52,5,14,Medio,0,7.6,8.2,8.0,8.2,8.0,90,120,2023-01-18,Activo,
507,Regina,Aguilar,23,F,Enfermería,6,regina.aguilar@universidad.edu,555-0507,4.77,100,1,24,Bajo,1,4.8,4.3,4.5,4.4,4.5,89,120,2023-01-18,En Riesgo,Problemas familiares
508,Camila,Herrera,19,F,Ingeniería,4,camila.herrera@universidad.edu,555-0508,8.62,73,5,22,Medio,0,8.8,8.2,8.4,8.9,8.6,45,80,2024-01-18,Activo,
509,Renata,Vega,25,F,Psicología,4,renata.vega@universidad.edu,555-0509,8.71,80,4,1,Bajo,0,9.0,8.9,9.1,9.1,9.0,60,80,2024-01-18,Activo,
510,Isabella,Castro,26,F,Arquitectura,2,isabella.castro@universidad.edu,555-0510,6.38,57,5,9,Alto,0,6.2,6.3,6.3,6.3,6.3,30,40,2025-01-17,Condicional,
511,Florencia,Hernández,25,F,Economía,6,florencia.hernández@universidad.edu,555-0511,5.08,71,2,7,Bajo,1,4.9,5.4,4.7,4.8,5.0,80,120,2023-01-18,En Riesgo,Problemas económicos
512,Agustín,Morales,26,M,Arte,2,agustín.morales@universidad.edu,555-0512,6.06,69,3,13,Bajo,0,6.0,5.8,5.8,6.0,5.9,30,40,2025-01-17,Activo,
513,Renata,Hernández,25,F,Ingeniería,4,renata.hernández@universidad.edu,555-0513,6.85,92,2,14,Alto,0,7.1,7.1,7.2,7.2,7.1,41,80,2024-01-18,Activo,
514,Valeria,Pérez,24,F,Educación,3,valeria.pérez@universidad.edu,555-0514,5.0,53,4,16,Medio,1,4.8,5.1,4.6,5.1,4.9,33,60,2024-07-16,En Riesgo,Problemas económicos
515,Sebastián,Sánchez,22,M,Psicología,8,sebastián.sánchez@universidad.edu,555-0515,6.89,64,2,15,Medio,1,6.8,6.8,6.9,6.4,6.7,104,160,2022-01-18,En Riesgo,Problemas familiares
516,Constanza,Sánchez,19,F,Medicina,5,constanza.sánchez@universidad.edu,555-0516,4.09,80,2,11,Medio,1,4.3,4.0,4.0,4.0,4.1,55,100,2023-07-17,En Riesgo,Baja asistencia
517,Fernando,Ruiz,23,M,Educación,5,fernando.ruiz@universidad.edu,555-0517,4.82,55,3,4,Medio,1,4.5,4.9,5.0,5.0,4.8,68,100,2023-07-17,En Riesgo,Bajo rendimiento académico
518,Daniela,Castro,21,F,Administración,4,daniela.castro@universidad.edu,555-0518,5.18,96,3,14,Alto,0,4.8,5.5,5.1,5.0,5.1,60,80,2024-01-18,Condicional,
519,Constanza,García,23,F,Arte,7,constanza.garcía@universidad.edu,555-0519,9.36,72,5,20,Bajo,0,9.5,9.7,9.3,8.9,9.3,102,140,2022-07-17,Activo,
520,Amparo,López,21,F,Arte,3,amparo.lópez@universidad.edu,555-0520,9.02,88,1,8,Medio,0,9.1,8.9,9.2,9.5,9.2,42,60,2024-07-16,Activo,
521,Sofía,Pérez,26,F,Derecho,6,sofía.pérez@universidad.edu,555-0521,6.66,77,5,15,Bajo,0,6.7,6.5,6.5,6.3,6.5,90,120,2023-01-18,Activo,
522,Cristóbal,Martínez,20,M,Medicina,7,cristóbal.martínez@universidad.edu,555-0522,4.23,87,5,18,Alto,0,4.6,4.0,4.6,4.6,4.4,98,140,2022-07-17,Activo,
523,Carlos,Sánchez,21,M,Economía,1,carlos.sánchez@universidad.edu,555-0523,5.32,90,4,23,Medio,0,4.9,4.9,5.4,4.9,5.0,11,20,2025-07-16,Activo,
524,Amparo,Martínez,25,F,Enfermería,1,amparo.martínez@universidad.edu,555-0524,4.12,87,2,21,Alto,1,4.0,4.1,4.0,4.0,4.0,15,20,2025-07-16,En Riesgo,
525,Renata,Romero,25,F,Administración,4,renata.romero@universidad.edu,555-0525,8.63,80,2,3,Medio,0,8.9,8.2,8.8,8.2,8.5,60,80,2024-01-18,Activo,
526,Agustín,Ramírez,24,M,Arte,7,agustín.ramírez@universidad.edu,555-0526,7.53,87,3,16,Medio,0,7.9,7.9,7.4,7.8,7.8,99,140,2022-07-17,Condicional,
527,Ignacio,García,21,M,Economía,6,ignacio.garcía@universidad.edu,555-0527,6.69,50,1,23,Bajo,1,6.5,7.2,6.2,6.5,6.6,90,120,2023-01-18,En Riesgo,Bajo rendimiento académico
528,Carlos,Mendoza,20,M,Arte,7,carlos.mendoza@universidad.edu,555-0528,4.29,57,3,20,Medio,1,4.2,4.0,4.0,4.0,4.0,105,140,2022-07-17,En Riesgo,Baja participación
529,José,Delgado,21,M,Educación,4,josé.delgado@universidad.edu,555-0529,9.49,60,2,14,Alto,1,9.2,9.4,9.8,9.5,9.5,60,80,2024-01-18,En Riesgo,Bajo rendimiento académico
530,Laura,Hernández,26,F,Educación,6,laura.hernández@universidad.edu,555-0530,8.65,71,3,12,Medio,0,8.4,9.0,9.1,8.7,8.8,83,120,2023-01-18,Activo,
531,Amparo,Herrera,19,F,Enfermería,7,amparo.herrera@universidad.edu,555-0531,8.53,94,5,18,Medio,0,8.7,8.3,8.1,8.9,8.5,78,140,2022-07-17,Condicional,
532,Maximiliano,Hernández,24,M,Administración,1,maximiliano.hernández@universidad.edu,555-0532,9.36,74,2,7,Medio,0,9.2,9.7,9.2,9.2,9.3,15,20,2025-07-16,Activo,
533,Camila,Herrera,22,F,Enfermería,4,camila.herrera@universidad.edu,555-0533,6.85,50,1,22,Medio,1,6.4,7.3,7.1,7.2,7.0,60,80,2024-01-18,En Riesgo,
534,Miguel,Ramírez,20,M,Arquitectura,6,miguel.ramírez@universidad.edu,555-0534,7.49,97,3,23,Bajo,0,7.7,7.1,7.8,7.3,7.5,90,120,2023-01-18,Activo,
535,Rodrigo,Jiménez,18,M,Arte,6,rodrigo.jiménez@universidad.edu,555-0535,9.2,74,3,7,Medio,0,9.7,9.4,9.1,9.2,9.4,74,120,2023-01-18,Condicional,
536,Sebastián,Hernández,21,M,Arquitectura,4,sebastián.hernández@universidad.edu,555-0536,6.67,87,4,1,Medio,0,6.7,6.9,6.3,6.6,6.6,60,80,2024-01-18,Activo,
537,Isidora,García,19,F,Administración,3,isidora.garcía@universidad.edu,555-0537,4.45,99,1,18,Alto,1,4.7,4.0,4.6,4.7,4.5,45,60,2024-07-16,En Riesgo,
538,Laura,Vega,22,F,Medicina,4,laura.vega@universidad.edu,555-0538,5.55,80,3,17,Alto,0,5.2,5.3,5.1,5.3,5.2,51,80,2024-01-18,Activo,
539,Natalia,Hernández,20,F,Enfermería,7,natalia.hernández@universidad.edu,555-0539,8.84,66,1,10,Alto,1,8.7,9.1,8.9,8.9,8.9,105,140,2022-07-17,En Riesgo,Pocas horas de estudio
540,Mateo,Herrera,22,M,Ingeniería,7,mateo.herrera@universidad.edu,555-0540,9.59,57,1,5,Alto,1,9.9,9.3,9.2,9.4,9.5,105,140,2022-07-17,En Riesgo,Bajo rendimiento académico
541,Isidora,Rodríguez,21,F,Derecho,1,isidora.rodríguez@universidad.edu,555-0541,8.75,56,1,17,Medio,1,8.4,9.0,8.6,8.6,8.7,15,20,2025-07-16,En Riesgo,Baja participación
542,Magdalena,Castro,25,F,Derecho,6,magdalena.castro@universidad.edu,555-0542,6.6,85,2,21,Medio,0,6.8,6.5,6.5,6.5,6.6,90,120,2023-01-18,Condicional,
543,Ignacio,García,21,M,Educación,3,ignacio.garcía@universidad.edu,555-0543,8.42,94,3,8,Bajo,0,8.7,8.3,8.1,8.8,8.5,38,60,2024-07-16,Activo,
544,Maximiliano,Delgado,26,M,Psicología,3,maximiliano.delgado@universidad.edu,555-0544,4.23,62,1,13,Alto,1,4.0,4.0,4.7,4.4,4.3,45,60,2024-07-16,En Riesgo,Problemas familiares
545,Mariana,Ruiz,22,F,Ingeniería,4,mariana.ruiz@universidad.edu,555-0545,9.66,51,5,3,Alto,1,9.8,9.2,9.9,9.4,9.6,46,80,2024-01-18,En Riesgo,Baja asistencia
546,Valentina,García,19,F,Arte,4,valentina.garcía@universidad.edu,555-0546,7.06,91,1,20,Bajo,0,7.4,6.8,7.3,7.4,7.2,56,80,2024-01-18,Activo,
547,Natalia,Ramírez,19,F,Medicina,7,natalia.ramírez@universidad.edu,555-0547,7.33,94,1,19,Bajo,0,7.3,7.8,7.4,7.7,7.5,77,140,2022-07-17,Condicional,
548,José,Guerrero,18,M,Medicina,6,josé.guerrero@universidad.edu,555-0548,5.41,52,1,1,Alto,1,5.7,5.4,5.8,5.1,5.5,90,120,2023-01-18,En Riesgo,Problemas familiares
549,Florencia,Flores,20,F,Ingeniería,3,florencia.flores@universidad.edu,555-0549,7.77,98,4,14,Bajo,0,7.8,7.8,7.9,7.3,7.7,44,60,2024-07-16,Activo,
550,Alejandro,González,25,M,Ingeniería,1,alejandro.gonzález@universidad.edu,555-0550,5.25,50,5,6,Medio,1,5.6,4.8,5.0,5.7,5.3,10,20,2025-07-16,En Riesgo,Problemas familiares
551,Rodrigo,Flores,25,M,Medicina,8,rodrigo.flores@universidad.edu,555-0551,6.62,95,5,6,Medio,0,6.1,6.5,6.3,6.9,6.4,120,160,2022-01-18,Activo,
552,Esperanza,Medina,23,F,Psicología,4,esperanza.medina@universidad.edu,555-0552,5.55,93,3,7,Medio,1,6.0,5.7,5.7,5.3,5.7,60,80,2024-01-18,En Riesgo,Baja asistencia
553,José,Ortega,26,M,Psicología,4,josé.ortega@universidad.edu,555-0553,9.1,93,3,6,Bajo,0,9.2,8.9,9.5,8.8,9.1,60,80,2024-01-18,Activo,
